"Province.State","Country.Region","Date","ConfirmedCases"
"New Mexico","US",2020-02-04,0
"New York","US",2020-02-04,0
"North Carolina","US",2020-02-04,0
"North Dakota","US",2020-02-04,0
"Ohio","US",2020-02-04,0
"Oklahoma","US",2020-02-04,0
"Oregon","US",2020-02-04,0
"Pennsylvania","US",2020-02-04,0
"Rhode Island","US",2020-02-04,0
"South Carolina","US",2020-02-04,0
"South Dakota","US",2020-02-04,0
"Tennessee","US",2020-02-04,0
"Texas","US",2020-02-04,0
"Utah","US",2020-02-04,0
"Vermont","US",2020-02-04,0
"Virginia","US",2020-02-04,0
"Washington","US",2020-02-04,1
"West Virginia","US",2020-02-04,0
"Wisconsin","US",2020-02-04,0
"Wyoming","US",2020-02-04,0
"Diamond Princess","US",2020-02-04,0
"Grand Princess","US",2020-02-04,0
"American Samoa","US",2020-02-05,0
"Guam","US",2020-02-05,0
"Northern Mariana Islands","US",2020-02-05,0
"Puerto Rico","US",2020-02-05,0
"Virgin Islands","US",2020-02-05,0
"Alabama","US",2020-02-05,0
"Alaska","US",2020-02-05,0
"Arizona","US",2020-02-05,1
"Arkansas","US",2020-02-05,0
"California","US",2020-02-05,6
"Colorado","US",2020-02-05,0
"Connecticut","US",2020-02-05,0
"Delaware","US",2020-02-05,0
"District of Columbia","US",2020-02-05,0
"Florida","US",2020-02-05,0
"Georgia","US",2020-02-05,0
"Hawaii","US",2020-02-05,0
"Idaho","US",2020-02-05,0
"Illinois","US",2020-02-05,2
"Indiana","US",2020-02-05,0
"Iowa","US",2020-02-05,0
"Kansas","US",2020-02-05,0
"Kentucky","US",2020-02-05,0
"Louisiana","US",2020-02-05,0
"Maine","US",2020-02-05,0
"Maryland","US",2020-02-05,0
"Massachusetts","US",2020-02-05,1
"Michigan","US",2020-02-05,0
"Minnesota","US",2020-02-05,0
"Mississippi","US",2020-02-05,0
"Missouri","US",2020-02-05,0
"Montana","US",2020-02-05,0
"Nebraska","US",2020-02-05,0
"Nevada","US",2020-02-05,0
"New Hampshire","US",2020-02-05,0
"New Jersey","US",2020-02-05,0
"New Mexico","US",2020-02-05,0
"New York","US",2020-02-05,0
"North Carolina","US",2020-02-05,0
"North Dakota","US",2020-02-05,0
"Ohio","US",2020-02-05,0
"Oklahoma","US",2020-02-05,0
"Oregon","US",2020-02-05,0
"Pennsylvania","US",2020-02-05,0
"Rhode Island","US",2020-02-05,0
"South Carolina","US",2020-02-05,0
"South Dakota","US",2020-02-05,0
"Tennessee","US",2020-02-05,0
"Texas","US",2020-02-05,0
"Utah","US",2020-02-05,0
"Vermont","US",2020-02-05,0
"Virginia","US",2020-02-05,0
"Washington","US",2020-02-05,1
"West Virginia","US",2020-02-05,0
"Wisconsin","US",2020-02-05,0
"Wyoming","US",2020-02-05,0
"Diamond Princess","US",2020-02-05,0
"Grand Princess","US",2020-02-05,0
"American Samoa","US",2020-02-06,0
"Guam","US",2020-02-06,0
"Northern Mariana Islands","US",2020-02-06,0
"Puerto Rico","US",2020-02-06,0
"Virgin Islands","US",2020-02-06,0
"Alabama","US",2020-02-06,0
"Alaska","US",2020-02-06,0
"Arizona","US",2020-02-06,1
"Arkansas","US",2020-02-06,0
"California","US",2020-02-06,6
"Colorado","US",2020-02-06,0
"Connecticut","US",2020-02-06,0
"Delaware","US",2020-02-06,0
"District of Columbia","US",2020-02-06,0
"Florida","US",2020-02-06,0
"Georgia","US",2020-02-06,0
"Hawaii","US",2020-02-06,0
"Idaho","US",2020-02-06,0
"Illinois","US",2020-02-06,2
"Indiana","US",2020-02-06,0
"Iowa","US",2020-02-06,0
"Kansas","US",2020-02-06,0
"Kentucky","US",2020-02-06,0
"Louisiana","US",2020-02-06,0
"Maine","US",2020-02-06,0
"Maryland","US",2020-02-06,0
"Massachusetts","US",2020-02-06,1
"Michigan","US",2020-02-06,0
"Minnesota","US",2020-02-06,0
"Mississippi","US",2020-02-06,0
"Missouri","US",2020-02-06,0
"Montana","US",2020-02-06,0
"Nebraska","US",2020-02-06,0
"Nevada","US",2020-02-06,0
"New Hampshire","US",2020-02-06,0
"New Jersey","US",2020-02-06,0
"New Mexico","US",2020-02-06,0
"New York","US",2020-02-06,0
"North Carolina","US",2020-02-06,0
"North Dakota","US",2020-02-06,0
"Ohio","US",2020-02-06,0
"Oklahoma","US",2020-02-06,0
"Oregon","US",2020-02-06,0
"Pennsylvania","US",2020-02-06,0
"Rhode Island","US",2020-02-06,0
"South Carolina","US",2020-02-06,0
"South Dakota","US",2020-02-06,0
"Tennessee","US",2020-02-06,0
"Texas","US",2020-02-06,0
"Utah","US",2020-02-06,0
"Vermont","US",2020-02-06,0
"Virginia","US",2020-02-06,0
"Washington","US",2020-02-06,1
"West Virginia","US",2020-02-06,0
"Wisconsin","US",2020-02-06,0
"Wyoming","US",2020-02-06,0
"Diamond Princess","US",2020-02-06,0
"Grand Princess","US",2020-02-06,0
"American Samoa","US",2020-02-07,0
"Guam","US",2020-02-07,0
"Northern Mariana Islands","US",2020-02-07,0
"Puerto Rico","US",2020-02-07,0
"Virgin Islands","US",2020-02-07,0
"Alabama","US",2020-02-07,0
"Alaska","US",2020-02-07,0
"Arizona","US",2020-02-07,1
"Arkansas","US",2020-02-07,0
"California","US",2020-02-07,6
"Colorado","US",2020-02-07,0
"Connecticut","US",2020-02-07,0
"Delaware","US",2020-02-07,0
"District of Columbia","US",2020-02-07,0
"Florida","US",2020-02-07,0
"Georgia","US",2020-02-07,0
"Hawaii","US",2020-02-07,0
"Idaho","US",2020-02-07,0
"Illinois","US",2020-02-07,2
"Indiana","US",2020-02-07,0
"Iowa","US",2020-02-07,0
"Kansas","US",2020-02-07,0
"Kentucky","US",2020-02-07,0
"Louisiana","US",2020-02-07,0
"Maine","US",2020-02-07,0
"Maryland","US",2020-02-07,0
"Massachusetts","US",2020-02-07,1
"Michigan","US",2020-02-07,0
"Minnesota","US",2020-02-07,0
"Mississippi","US",2020-02-07,0
"Missouri","US",2020-02-07,0
"Montana","US",2020-02-07,0
"Nebraska","US",2020-02-07,0
"Nevada","US",2020-02-07,0
"New Hampshire","US",2020-02-07,0
"New Jersey","US",2020-02-07,0
"New Mexico","US",2020-02-07,0
"New York","US",2020-02-07,0
"North Carolina","US",2020-02-07,0
"North Dakota","US",2020-02-07,0
"Ohio","US",2020-02-07,0
"Oklahoma","US",2020-02-07,0
"Oregon","US",2020-02-07,0
"Pennsylvania","US",2020-02-07,0
"Rhode Island","US",2020-02-07,0
"South Carolina","US",2020-02-07,0
"South Dakota","US",2020-02-07,0
"Tennessee","US",2020-02-07,0
"Texas","US",2020-02-07,0
"Utah","US",2020-02-07,0
"Vermont","US",2020-02-07,0
"Virginia","US",2020-02-07,0
"Washington","US",2020-02-07,1
"West Virginia","US",2020-02-07,0
"Wisconsin","US",2020-02-07,0
"Wyoming","US",2020-02-07,0
"Diamond Princess","US",2020-02-07,0
"Grand Princess","US",2020-02-07,0
"American Samoa","US",2020-02-08,0
"Guam","US",2020-02-08,0
"Northern Mariana Islands","US",2020-02-08,0
"Puerto Rico","US",2020-02-08,0
"Virgin Islands","US",2020-02-08,0
"Alabama","US",2020-02-08,0
"Alaska","US",2020-02-08,0
"Arizona","US",2020-02-08,1
"Arkansas","US",2020-02-08,0
"California","US",2020-02-08,6
"Colorado","US",2020-02-08,0
"Connecticut","US",2020-02-08,0
"Delaware","US",2020-02-08,0
"District of Columbia","US",2020-02-08,0
"Florida","US",2020-02-08,0
"Georgia","US",2020-02-08,0
"Hawaii","US",2020-02-08,0
"Idaho","US",2020-02-08,0
"Illinois","US",2020-02-08,2
"Indiana","US",2020-02-08,0
"Iowa","US",2020-02-08,0
"Kansas","US",2020-02-08,0
"Kentucky","US",2020-02-08,0
"Louisiana","US",2020-02-08,0
"Maine","US",2020-02-08,0
"Maryland","US",2020-02-08,0
"Massachusetts","US",2020-02-08,1
"Michigan","US",2020-02-08,0
"Minnesota","US",2020-02-08,0
"Mississippi","US",2020-02-08,0
"Missouri","US",2020-02-08,0
"Montana","US",2020-02-08,0
"Nebraska","US",2020-02-08,0
"Nevada","US",2020-02-08,0
"New Hampshire","US",2020-02-08,0
"New Jersey","US",2020-02-08,0
"New Mexico","US",2020-02-08,0
"New York","US",2020-02-08,0
"North Carolina","US",2020-02-08,0
"North Dakota","US",2020-02-08,0
"Ohio","US",2020-02-08,0
"Oklahoma","US",2020-02-08,0
"Oregon","US",2020-02-08,0
"Pennsylvania","US",2020-02-08,0
"Rhode Island","US",2020-02-08,0
"South Carolina","US",2020-02-08,0
"South Dakota","US",2020-02-08,0
"Tennessee","US",2020-02-08,0
"Texas","US",2020-02-08,0
"Utah","US",2020-02-08,0
"Vermont","US",2020-02-08,0
"Virginia","US",2020-02-08,0
"Washington","US",2020-02-08,1
"West Virginia","US",2020-02-08,0
"Wisconsin","US",2020-02-08,0
"Wyoming","US",2020-02-08,0
"Diamond Princess","US",2020-02-08,0
"Grand Princess","US",2020-02-08,0
"American Samoa","US",2020-02-09,0
"Guam","US",2020-02-09,0
"Northern Mariana Islands","US",2020-02-09,0
"Puerto Rico","US",2020-02-09,0
"Virgin Islands","US",2020-02-09,0
"Alabama","US",2020-02-09,0
"Alaska","US",2020-02-09,0
"Arizona","US",2020-02-09,1
"Arkansas","US",2020-02-09,0
"California","US",2020-02-09,6
"Colorado","US",2020-02-09,0
"Connecticut","US",2020-02-09,0
"Delaware","US",2020-02-09,0
"District of Columbia","US",2020-02-09,0
"Florida","US",2020-02-09,0
"Georgia","US",2020-02-09,0
"Hawaii","US",2020-02-09,0
"Idaho","US",2020-02-09,0
"Illinois","US",2020-02-09,2
"Indiana","US",2020-02-09,0
"Iowa","US",2020-02-09,0
"Kansas","US",2020-02-09,0
"Kentucky","US",2020-02-09,0
"Louisiana","US",2020-02-09,0
"Maine","US",2020-02-09,0
"Maryland","US",2020-02-09,0
"Massachusetts","US",2020-02-09,1
"Michigan","US",2020-02-09,0
"Minnesota","US",2020-02-09,0
"Mississippi","US",2020-02-09,0
"Missouri","US",2020-02-09,0
"Montana","US",2020-02-09,0
"Nebraska","US",2020-02-09,0
"Nevada","US",2020-02-09,0
"New Hampshire","US",2020-02-09,0
"New Jersey","US",2020-02-09,0
"New Mexico","US",2020-02-09,0
"New York","US",2020-02-09,0
"North Carolina","US",2020-02-09,0
"North Dakota","US",2020-02-09,0
"Ohio","US",2020-02-09,0
"Oklahoma","US",2020-02-09,0
"Oregon","US",2020-02-09,0
"Pennsylvania","US",2020-02-09,0
"Rhode Island","US",2020-02-09,0
"South Carolina","US",2020-02-09,0
"South Dakota","US",2020-02-09,0
"Tennessee","US",2020-02-09,0
"Texas","US",2020-02-09,0
"Utah","US",2020-02-09,0
"Vermont","US",2020-02-09,0
"Virginia","US",2020-02-09,0
"Washington","US",2020-02-09,1
"West Virginia","US",2020-02-09,0
"Wisconsin","US",2020-02-09,0
"Wyoming","US",2020-02-09,0
"Diamond Princess","US",2020-02-09,0
"Grand Princess","US",2020-02-09,0
"American Samoa","US",2020-02-10,0
"Guam","US",2020-02-10,0
"Northern Mariana Islands","US",2020-02-10,0
"Puerto Rico","US",2020-02-10,0
"Virgin Islands","US",2020-02-10,0
"Alabama","US",2020-02-10,0
"Alaska","US",2020-02-10,0
"Arizona","US",2020-02-10,1
"Arkansas","US",2020-02-10,0
"California","US",2020-02-10,6
"Colorado","US",2020-02-10,0
"Connecticut","US",2020-02-10,0
"Delaware","US",2020-02-10,0
"District of Columbia","US",2020-02-10,0
"Florida","US",2020-02-10,0
"Georgia","US",2020-02-10,0
"Hawaii","US",2020-02-10,0
"Idaho","US",2020-02-10,0
"Illinois","US",2020-02-10,2
"Indiana","US",2020-02-10,0
"Iowa","US",2020-02-10,0
"Kansas","US",2020-02-10,0
"Kentucky","US",2020-02-10,0
"Louisiana","US",2020-02-10,0
"Maine","US",2020-02-10,0
"Maryland","US",2020-02-10,0
"Massachusetts","US",2020-02-10,1
"Michigan","US",2020-02-10,0
"Minnesota","US",2020-02-10,0
"Mississippi","US",2020-02-10,0
"Missouri","US",2020-02-10,0
"Montana","US",2020-02-10,0
"Nebraska","US",2020-02-10,0
"Nevada","US",2020-02-10,0
"New Hampshire","US",2020-02-10,0
"New Jersey","US",2020-02-10,0
"New Mexico","US",2020-02-10,0
"New York","US",2020-02-10,0
"North Carolina","US",2020-02-10,0
"North Dakota","US",2020-02-10,0
"Ohio","US",2020-02-10,0
"Oklahoma","US",2020-02-10,0
"Oregon","US",2020-02-10,0
"Pennsylvania","US",2020-02-10,0
"Rhode Island","US",2020-02-10,0
"South Carolina","US",2020-02-10,0
"South Dakota","US",2020-02-10,0
"Tennessee","US",2020-02-10,0
"Texas","US",2020-02-10,0
"Utah","US",2020-02-10,0
"Vermont","US",2020-02-10,0
"Virginia","US",2020-02-10,0
"Washington","US",2020-02-10,1
"West Virginia","US",2020-02-10,0
"Wisconsin","US",2020-02-10,0
"Wyoming","US",2020-02-10,0
"Diamond Princess","US",2020-02-10,0
"Grand Princess","US",2020-02-10,0
"American Samoa","US",2020-02-11,0
"Guam","US",2020-02-11,0
"Northern Mariana Islands","US",2020-02-11,0
"Puerto Rico","US",2020-02-11,0
"Virgin Islands","US",2020-02-11,0
"Alabama","US",2020-02-11,0
"Alaska","US",2020-02-11,0
"Arizona","US",2020-02-11,1
"Arkansas","US",2020-02-11,0
"California","US",2020-02-11,7
"Colorado","US",2020-02-11,0
"Connecticut","US",2020-02-11,0
"Delaware","US",2020-02-11,0
"District of Columbia","US",2020-02-11,0
"Florida","US",2020-02-11,0
"Georgia","US",2020-02-11,0
"Hawaii","US",2020-02-11,0
"Idaho","US",2020-02-11,0
"Illinois","US",2020-02-11,2
"Indiana","US",2020-02-11,0
"Iowa","US",2020-02-11,0
"Kansas","US",2020-02-11,0
"Kentucky","US",2020-02-11,0
"Louisiana","US",2020-02-11,0
"Maine","US",2020-02-11,0
"Maryland","US",2020-02-11,0
"Massachusetts","US",2020-02-11,1
"Michigan","US",2020-02-11,0
"Minnesota","US",2020-02-11,0
"Mississippi","US",2020-02-11,0
"Missouri","US",2020-02-11,0
"Montana","US",2020-02-11,0
"Nebraska","US",2020-02-11,0
"Nevada","US",2020-02-11,0
"New Hampshire","US",2020-02-11,0
"New Jersey","US",2020-02-11,0
"New Mexico","US",2020-02-11,0
"New York","US",2020-02-11,0
"North Carolina","US",2020-02-11,0
"North Dakota","US",2020-02-11,0
"Ohio","US",2020-02-11,0
"Oklahoma","US",2020-02-11,0
"Oregon","US",2020-02-11,0
"Pennsylvania","US",2020-02-11,0
"Rhode Island","US",2020-02-11,0
"South Carolina","US",2020-02-11,0
"South Dakota","US",2020-02-11,0
"Tennessee","US",2020-02-11,0
"Texas","US",2020-02-11,0
"Utah","US",2020-02-11,0
"Vermont","US",2020-02-11,0
"Virginia","US",2020-02-11,0
"Washington","US",2020-02-11,1
"West Virginia","US",2020-02-11,0
"Wisconsin","US",2020-02-11,0
"Wyoming","US",2020-02-11,0
"Diamond Princess","US",2020-02-11,0
"Grand Princess","US",2020-02-11,0
"American Samoa","US",2020-02-12,0
"Guam","US",2020-02-12,0
"Northern Mariana Islands","US",2020-02-12,0
"Puerto Rico","US",2020-02-12,0
"Virgin Islands","US",2020-02-12,0
"Alabama","US",2020-02-12,0
"Alaska","US",2020-02-12,0
"Arizona","US",2020-02-12,1
"Arkansas","US",2020-02-12,0
"California","US",2020-02-12,7
"Colorado","US",2020-02-12,0
"Connecticut","US",2020-02-12,0
"Delaware","US",2020-02-12,0
"District of Columbia","US",2020-02-12,0
"Florida","US",2020-02-12,0
"Georgia","US",2020-02-12,0
"Hawaii","US",2020-02-12,0
"Idaho","US",2020-02-12,0
"Illinois","US",2020-02-12,2
"Indiana","US",2020-02-12,0
"Iowa","US",2020-02-12,0
"Kansas","US",2020-02-12,0
"Kentucky","US",2020-02-12,0
"Louisiana","US",2020-02-12,0
"Maine","US",2020-02-12,0
"Maryland","US",2020-02-12,0
"Massachusetts","US",2020-02-12,1
"Michigan","US",2020-02-12,0
"Minnesota","US",2020-02-12,0
"Mississippi","US",2020-02-12,0
"Missouri","US",2020-02-12,0
"Montana","US",2020-02-12,0
"Nebraska","US",2020-02-12,0
"Nevada","US",2020-02-12,0
"New Hampshire","US",2020-02-12,0
"New Jersey","US",2020-02-12,0
"New Mexico","US",2020-02-12,0
"New York","US",2020-02-12,0
"North Carolina","US",2020-02-12,0
"North Dakota","US",2020-02-12,0
"Ohio","US",2020-02-12,0
"Oklahoma","US",2020-02-12,0
"Oregon","US",2020-02-12,0
"Pennsylvania","US",2020-02-12,0
"Rhode Island","US",2020-02-12,0
"South Carolina","US",2020-02-12,0
"South Dakota","US",2020-02-12,0
"Tennessee","US",2020-02-12,0
"Texas","US",2020-02-12,0
"Utah","US",2020-02-12,0
"Vermont","US",2020-02-12,0
"Virginia","US",2020-02-12,0
"Washington","US",2020-02-12,1
"West Virginia","US",2020-02-12,0
"Wisconsin","US",2020-02-12,0
"Wyoming","US",2020-02-12,0
"Diamond Princess","US",2020-02-12,0
"Grand Princess","US",2020-02-12,0
"American Samoa","US",2020-02-13,0
"Guam","US",2020-02-13,0
"Northern Mariana Islands","US",2020-02-13,0
"Puerto Rico","US",2020-02-13,0
"Virgin Islands","US",2020-02-13,0
"Alabama","US",2020-02-13,0
"Alaska","US",2020-02-13,0
"Arizona","US",2020-02-13,1
"Arkansas","US",2020-02-13,0
"California","US",2020-02-13,8
"Colorado","US",2020-02-13,0
"Connecticut","US",2020-02-13,0
"Delaware","US",2020-02-13,0
"District of Columbia","US",2020-02-13,0
"Florida","US",2020-02-13,0
"Georgia","US",2020-02-13,0
"Hawaii","US",2020-02-13,0
"Idaho","US",2020-02-13,0
"Illinois","US",2020-02-13,2
"Indiana","US",2020-02-13,0
"Iowa","US",2020-02-13,0
"Kansas","US",2020-02-13,0
"Kentucky","US",2020-02-13,0
"Louisiana","US",2020-02-13,0
"Maine","US",2020-02-13,0
"Maryland","US",2020-02-13,0
"Massachusetts","US",2020-02-13,1
"Michigan","US",2020-02-13,0
"Minnesota","US",2020-02-13,0
"Mississippi","US",2020-02-13,0
"Missouri","US",2020-02-13,0
"Montana","US",2020-02-13,0
"Nebraska","US",2020-02-13,0
"Nevada","US",2020-02-13,0
"New Hampshire","US",2020-02-13,0
"New Jersey","US",2020-02-13,0
"New Mexico","US",2020-02-13,0
"New York","US",2020-02-13,0
"North Carolina","US",2020-02-13,0
"North Dakota","US",2020-02-13,0
"Ohio","US",2020-02-13,0
"Oklahoma","US",2020-02-13,0
"Oregon","US",2020-02-13,0
"Pennsylvania","US",2020-02-13,0
"Rhode Island","US",2020-02-13,0
"South Carolina","US",2020-02-13,0
"South Dakota","US",2020-02-13,0
"Tennessee","US",2020-02-13,0
"Texas","US",2020-02-13,0
"Utah","US",2020-02-13,0
"Vermont","US",2020-02-13,0
"Virginia","US",2020-02-13,0
"Washington","US",2020-02-13,1
"West Virginia","US",2020-02-13,0
"Wisconsin","US",2020-02-13,0
"Wyoming","US",2020-02-13,0
"Diamond Princess","US",2020-02-13,0
"Grand Princess","US",2020-02-13,0
"American Samoa","US",2020-02-14,0
"Guam","US",2020-02-14,0
"Northern Mariana Islands","US",2020-02-14,0
"Puerto Rico","US",2020-02-14,0
"Virgin Islands","US",2020-02-14,0
"Alabama","US",2020-02-14,0
"Alaska","US",2020-02-14,0
"Arizona","US",2020-02-14,1
"Arkansas","US",2020-02-14,0
"California","US",2020-02-14,8
"Colorado","US",2020-02-14,0
"Connecticut","US",2020-02-14,0
"Delaware","US",2020-02-14,0
"District of Columbia","US",2020-02-14,0
"Florida","US",2020-02-14,0
"Georgia","US",2020-02-14,0
"Hawaii","US",2020-02-14,0
"Idaho","US",2020-02-14,0
"Illinois","US",2020-02-14,2
"Indiana","US",2020-02-14,0
"Iowa","US",2020-02-14,0
"Kansas","US",2020-02-14,0
"Kentucky","US",2020-02-14,0
"Louisiana","US",2020-02-14,0
"Maine","US",2020-02-14,0
"Maryland","US",2020-02-14,0
"Massachusetts","US",2020-02-14,1
"Michigan","US",2020-02-14,0
"Minnesota","US",2020-02-14,0
"Mississippi","US",2020-02-14,0
"Missouri","US",2020-02-14,0
"Montana","US",2020-02-14,0
"Nebraska","US",2020-02-14,0
"Nevada","US",2020-02-14,0
"New Hampshire","US",2020-02-14,0
"New Jersey","US",2020-02-14,0
"New Mexico","US",2020-02-14,0
"New York","US",2020-02-14,0
"North Carolina","US",2020-02-14,0
"North Dakota","US",2020-02-14,0
"Ohio","US",2020-02-14,0
"Oklahoma","US",2020-02-14,0
"Oregon","US",2020-02-14,0
"Pennsylvania","US",2020-02-14,0
"Rhode Island","US",2020-02-14,0
"South Carolina","US",2020-02-14,0
"South Dakota","US",2020-02-14,0
"Tennessee","US",2020-02-14,0
"Texas","US",2020-02-14,0
"Utah","US",2020-02-14,0
"Vermont","US",2020-02-14,0
"Virginia","US",2020-02-14,0
"Washington","US",2020-02-14,1
"West Virginia","US",2020-02-14,0
"Wisconsin","US",2020-02-14,0
"Wyoming","US",2020-02-14,0
"Diamond Princess","US",2020-02-14,0
"Grand Princess","US",2020-02-14,0
"American Samoa","US",2020-02-15,0
"Guam","US",2020-02-15,0
"Northern Mariana Islands","US",2020-02-15,0
"Puerto Rico","US",2020-02-15,0
"Virgin Islands","US",2020-02-15,0
"Alabama","US",2020-02-15,0
"Alaska","US",2020-02-15,0
"Arizona","US",2020-02-15,1
"Arkansas","US",2020-02-15,0
"California","US",2020-02-15,8
"Colorado","US",2020-02-15,0
"Connecticut","US",2020-02-15,0
"Delaware","US",2020-02-15,0
"District of Columbia","US",2020-02-15,0
"Florida","US",2020-02-15,0
"Georgia","US",2020-02-15,0
"Hawaii","US",2020-02-15,0
"Idaho","US",2020-02-15,0
"Illinois","US",2020-02-15,2
"Indiana","US",2020-02-15,0
"Iowa","US",2020-02-15,0
"Kansas","US",2020-02-15,0
"Kentucky","US",2020-02-15,0
"Louisiana","US",2020-02-15,0
"Maine","US",2020-02-15,0
"Maryland","US",2020-02-15,0
"Massachusetts","US",2020-02-15,1
"Michigan","US",2020-02-15,0
"Minnesota","US",2020-02-15,0
"Mississippi","US",2020-02-15,0
"Missouri","US",2020-02-15,0
"Montana","US",2020-02-15,0
"Nebraska","US",2020-02-15,0
"Nevada","US",2020-02-15,0
"New Hampshire","US",2020-02-15,0
"New Jersey","US",2020-02-15,0
"New Mexico","US",2020-02-15,0
"New York","US",2020-02-15,0
"North Carolina","US",2020-02-15,0
"North Dakota","US",2020-02-15,0
"Ohio","US",2020-02-15,0
"Oklahoma","US",2020-02-15,0
"Oregon","US",2020-02-15,0
"Pennsylvania","US",2020-02-15,0
"Rhode Island","US",2020-02-15,0
"South Carolina","US",2020-02-15,0
"South Dakota","US",2020-02-15,0
"Tennessee","US",2020-02-15,0
"Texas","US",2020-02-15,0
"Utah","US",2020-02-15,0
"Vermont","US",2020-02-15,0
"Virginia","US",2020-02-15,0
"Washington","US",2020-02-15,1
"West Virginia","US",2020-02-15,0
"Wisconsin","US",2020-02-15,0
"Wyoming","US",2020-02-15,0
"Diamond Princess","US",2020-02-15,0
"Grand Princess","US",2020-02-15,0
"American Samoa","US",2020-02-16,0
"Guam","US",2020-02-16,0
"Northern Mariana Islands","US",2020-02-16,0
"Puerto Rico","US",2020-02-16,0
"Virgin Islands","US",2020-02-16,0
"Alabama","US",2020-02-16,0
"Alaska","US",2020-02-16,0
"Arizona","US",2020-02-16,1
"Arkansas","US",2020-02-16,0
"California","US",2020-02-16,8
"Colorado","US",2020-02-16,0
"Connecticut","US",2020-02-16,0
"Delaware","US",2020-02-16,0
"District of Columbia","US",2020-02-16,0
"Florida","US",2020-02-16,0
"Georgia","US",2020-02-16,0
"Hawaii","US",2020-02-16,0
"Idaho","US",2020-02-16,0
"Illinois","US",2020-02-16,2
"Indiana","US",2020-02-16,0
"Iowa","US",2020-02-16,0
"Kansas","US",2020-02-16,0
"Kentucky","US",2020-02-16,0
"Louisiana","US",2020-02-16,0
"Maine","US",2020-02-16,0
"Maryland","US",2020-02-16,0
"Massachusetts","US",2020-02-16,1
"Michigan","US",2020-02-16,0
"Minnesota","US",2020-02-16,0
"Mississippi","US",2020-02-16,0
"Missouri","US",2020-02-16,0
"Montana","US",2020-02-16,0
"Nebraska","US",2020-02-16,0
"Nevada","US",2020-02-16,0
"New Hampshire","US",2020-02-16,0
"New Jersey","US",2020-02-16,0
"New Mexico","US",2020-02-16,0
"New York","US",2020-02-16,0
"North Carolina","US",2020-02-16,0
"North Dakota","US",2020-02-16,0
"Ohio","US",2020-02-16,0
"Oklahoma","US",2020-02-16,0
"Oregon","US",2020-02-16,0
"Pennsylvania","US",2020-02-16,0
"Rhode Island","US",2020-02-16,0
"South Carolina","US",2020-02-16,0
"South Dakota","US",2020-02-16,0
"Tennessee","US",2020-02-16,0
"Texas","US",2020-02-16,0
"Utah","US",2020-02-16,0
"Vermont","US",2020-02-16,0
"Virginia","US",2020-02-16,0
"Washington","US",2020-02-16,1
"West Virginia","US",2020-02-16,0
"Wisconsin","US",2020-02-16,0
"Wyoming","US",2020-02-16,0
"Diamond Princess","US",2020-02-16,0
"Grand Princess","US",2020-02-16,0
"American Samoa","US",2020-02-17,0
"Guam","US",2020-02-17,0
"Northern Mariana Islands","US",2020-02-17,0
"Puerto Rico","US",2020-02-17,0
"Virgin Islands","US",2020-02-17,0
"Alabama","US",2020-02-17,0
"Alaska","US",2020-02-17,0
"Arizona","US",2020-02-17,1
"Arkansas","US",2020-02-17,0
"California","US",2020-02-17,8
"Colorado","US",2020-02-17,0
"Connecticut","US",2020-02-17,0
"Delaware","US",2020-02-17,0
"District of Columbia","US",2020-02-17,0
"Florida","US",2020-02-17,0
"Georgia","US",2020-02-17,0
"Hawaii","US",2020-02-17,0
"Idaho","US",2020-02-17,0
"Illinois","US",2020-02-17,2
"Indiana","US",2020-02-17,0
"Iowa","US",2020-02-17,0
"Kansas","US",2020-02-17,0
"Kentucky","US",2020-02-17,0
"Louisiana","US",2020-02-17,0
"Maine","US",2020-02-17,0
"Maryland","US",2020-02-17,0
"Massachusetts","US",2020-02-17,1
"Michigan","US",2020-02-17,0
"Minnesota","US",2020-02-17,0
"Mississippi","US",2020-02-17,0
"Missouri","US",2020-02-17,0
"Montana","US",2020-02-17,0
"Nebraska","US",2020-02-17,0
"Nevada","US",2020-02-17,0
"New Hampshire","US",2020-02-17,0
"New Jersey","US",2020-02-17,0
"New Mexico","US",2020-02-17,0
"New York","US",2020-02-17,0
"North Carolina","US",2020-02-17,0
"North Dakota","US",2020-02-17,0
"Ohio","US",2020-02-17,0
"Oklahoma","US",2020-02-17,0
"Oregon","US",2020-02-17,0
"Pennsylvania","US",2020-02-17,0
"Rhode Island","US",2020-02-17,0
"South Carolina","US",2020-02-17,0
"South Dakota","US",2020-02-17,0
"Tennessee","US",2020-02-17,0
"Texas","US",2020-02-17,0
"Utah","US",2020-02-17,0
"Vermont","US",2020-02-17,0
"Virginia","US",2020-02-17,0
"Washington","US",2020-02-17,1
"West Virginia","US",2020-02-17,0
"Wisconsin","US",2020-02-17,0
"Wyoming","US",2020-02-17,0
"Diamond Princess","US",2020-02-17,0
"Grand Princess","US",2020-02-17,0
"American Samoa","US",2020-02-18,0
"Guam","US",2020-02-18,0
"Northern Mariana Islands","US",2020-02-18,0
"Puerto Rico","US",2020-02-18,0
"Virgin Islands","US",2020-02-18,0
"Alabama","US",2020-02-18,0
"Alaska","US",2020-02-18,0
"Arizona","US",2020-02-18,1
"Arkansas","US",2020-02-18,0
"California","US",2020-02-18,8
"Colorado","US",2020-02-18,0
"Connecticut","US",2020-02-18,0
"Delaware","US",2020-02-18,0
"District of Columbia","US",2020-02-18,0
"Florida","US",2020-02-18,0
